loan_type,employment_status,monthly_income,cibil_score,existing_emis_monthly,debt_to_income_ratio,property_ownership_status,applicant_age,loan_amount_requested
0,5,10000,684,2200,0.22,0,41,500000
1,0,91100,652,1800,0.0181,2,32,904000
3,2,87900,729,2300,0.0262,2,60,620000
1,2,51100,730,2200,0.0431,1,30,278000
4,2,55000,754,2700,0.0491,0,24,497000
4,2,52000,702,0,0.0,2,41,378000
1,1,32500,741,3900,0.12,0,59,100000
1,5,12400,675,4100,0.3306,1,27,340000
0,1,35700,709,4100,0.1148,1,29,357000
4,3,25800,708,0,0.0,1,23,100000
1,3,76400,672,0,0.0,2,55,690000
3,3,56200,704,6000,0.1067999999999999,2,51,451000
3,3,18600,741,1700,0.0914,1,41,314000
2,2,80800,765,0,0.0,1,55,514000
3,2,48500,750,6300,0.1299,2,52,811000
2,1,32700,701,3600,0.1101,0,29,382000
2,1,74900,671,5100,0.0681,1,37,183000
0,1,11100,658,3000,0.2703,2,57,877000
4,1,37000,640,2000,0.0541,2,63,367000
4,2,57500,756,4500,0.0783,2,35,257000
3,3,70500,766,4200,0.0596,0,36,995000
1,5,67400,747,3500,0.0519,2,61,221000
1,4,66800,620,2300,0.0344,1,32,100000
2,5,42200,757,3500,0.0828999999999999,1,49,589000
1,4,15600,715,2600,0.1667,0,49,611000
2,2,47300,666,1600,0.0338,1,35,408000
0,4,31300,766,4500,0.1438,1,29,936000
4,0,16900,695,1500,0.0888,1,35,540000
3,2,36100,766,3300,0.0914,1,44,279000
3,5,10000,765,2600,0.26,0,29,181000
1,2,56600,680,2200,0.0389,2,40,881000
1,0,78500,731,3400,0.0433,2,36,340000
2,5,27600,629,4000,0.1449,0,31,896000
1,1,43400,617,2000,0.0461,0,42,368000
4,5,10000,687,2900,0.29,2,35,693000
0,1,75600,750,6100,0.0807,1,53,699000
2,3,44200,781,2600,0.0588,2,25,273000
1,0,19400,742,2600,0.134,2,28,995000
1,0,70400,686,5500,0.0781,2,38,496000
1,2,74400,747,3500,0.047,1,52,555000
3,3,91100,632,3700,0.0393,1,51,601000
4,0,23400,745,2300,0.0983,0,52,995000
4,5,41600,748,2900,0.0697,1,40,208000
1,5,39600,677,1100,0.0278,0,58,466000
4,2,91100,625,2600,0.021,2,38,363000
4,5,57200,714,1900,0.0332,0,24,286000
4,5,56000,730,800,0.0143,0,29,944000
2,3,11300,689,600,0.0530999999999999,0,41,355000
2,4,10000,692,4600,0.46,2,48,100000
2,1,39500,734,1500,0.038,2,44,629000
3,0,33400,704,2200,0.0659,2,60,418000
3,2,75800,678,2200,0.0289999999999999,2,51,553000
1,4,72800,712,4100,0.0562999999999999,0,63,713000
4,3,65000,651,4300,0.0662,0,54,305000
2,4,35700,635,1600,0.0448,2,39,618000
3,2,30800,646,0,0.0,0,55,357000
1,3,54200,760,4100,0.0756,1,43,849000
4,1,10000,704,1900,0.19,2,45,399000
1,4,66700,619,1000,0.015,0,23,748000
1,2,44800,698,1100,0.0246,1,44,100000
1,0,65500,617,600,0.0092,2,36,837000
1,2,31400,728,600,0.0191,1,28,247000
2,0,27900,670,4300,0.1541,0,23,228000
1,5,64300,712,1900,0.0295,1,49,515000
0,2,61300,764,4400,0.0718,0,33,650000
0,5,46200,781,6000,0.1299,2,27,842000
1,4,37000,725,600,0.0162,0,63,100000
1,4,26300,781,2900,0.1103,2,59,491000
3,3,26700,632,400,0.015,0,61,995000
0,1,50800,617,2300,0.0453,2,52,630000
3,0,67300,674,2100,0.0312,1,59,483000
2,5,36500,627,0,0.0,2,60,471000
1,1,73900,617,2200,0.0298,0,23,181000
2,4,58100,683,1400,0.0241,1,57,118000
2,3,72400,781,2500,0.0345,2,58,561000
3,1,67700,689,0,0.0,0,42,472000
3,2,46200,684,3100,0.0670999999999999,0,46,610000
2,0,37200,744,2100,0.0565,0,59,677000
1,1,91100,781,5200,0.0495,2,57,476000
4,0,65300,617,3200,0.049,2,57,559000
2,1,13100,632,4600,0.3510999999999999,1,32,936000
4,5,34100,617,2800,0.0821,1,63,512000
1,5,65100,712,6300,0.1014,1,31,837000
2,2,73400,691,700,0.0095,1,52,348000
4,5,26200,746,3500,0.1336,2,35,797000
1,3,36500,684,2800,0.0767,0,23,281000
3,0,61200,763,300,0.0049,2,39,304000
2,0,85800,659,3100,0.0361,0,24,622000
0,5,10000,618,3800,0.38,0,53,603000
0,1,14100,708,2000,0.1418,1,62,421000
3,4,56900,688,2000,0.0351,2,50,116000
2,3,10000,639,1600,0.16,2,42,863000
2,5,64300,656,3600,0.0559999999999999,2,42,162000
1,0,82900,658,6100,0.0736,2,36,995000
4,5,41300,676,3300,0.0799,2,23,629000
2,1,81400,638,2600,0.0319,0,33,537000
2,2,69400,773,0,0.0,2,25,100000
0,4,91100,690,4900,0.0473,1,24,380000
1,5,58200,695,5900,0.1014,2,46,922000
1,5,10000,766,4800,0.48,0,42,618000
4,2,46900,617,5600,0.1193999999999999,1,55,337000
1,0,41400,721,6300,0.2077,1,30,552000
4,0,90300,737,1400,0.0155,2,40,995000
2,0,64400,775,2900,0.045,0,23,413000
2,3,14900,649,1100,0.0738,0,55,698000
4,1,42400,773,0,0.0,1,62,195000
1,3,13800,741,1100,0.0797,0,52,666000
2,4,50300,699,6300,0.1510999999999999,2,23,743000
3,2,59600,716,5400,0.0906,1,37,389000
3,0,23000,749,2600,0.113,0,46,643000
4,3,59100,727,3900,0.066,0,24,270000
2,1,67800,686,3900,0.0575,1,45,244000
2,3,69900,644,0,0.0,1,48,173000
2,1,67700,628,1100,0.0162,2,35,137000
1,3,53200,683,5900,0.1109,2,30,678000
0,3,45300,617,3000,0.0662,1,25,398000
4,2,35300,701,4000,0.1133,0,23,280000
3,3,13600,673,2800,0.2059,0,39,863000
1,3,49800,716,5900,0.1185,2,58,908000
4,3,61600,665,3800,0.0617,2,39,100000
3,2,48500,711,1200,0.0247,0,55,877000
3,2,69400,703,5400,0.0778,0,23,100000
1,5,55800,697,2900,0.052,2,55,814000
4,5,91100,639,3300,0.0323,2,42,100000
3,4,66400,725,6300,0.1175,1,35,151000
0,5,91100,778,5500,0.046,1,58,712000
4,0,10000,666,1900,0.19,0,28,600000
2,2,25800,735,2900,0.1124,0,62,442000
0,1,31200,623,4500,0.1442,2,52,306000
2,4,48900,702,1500,0.0306999999999999,1,36,625000
1,5,45300,617,2900,0.064,0,35,650000
4,4,69000,685,2700,0.0391,0,51,264000
4,3,51100,754,2100,0.0411,2,35,542000
0,5,21600,781,3100,0.1435,2,41,777000
4,5,58200,667,6300,0.1392,1,23,100000
3,5,82700,659,1700,0.0206,1,62,344000
2,5,37900,691,6300,0.1662,0,33,995000
2,3,59000,771,0,0.0,0,51,735000
0,4,56000,741,2500,0.0446,0,23,526000
4,2,75800,746,3900,0.0515,0,53,641000
4,5,26600,680,6200,0.2330999999999999,1,45,140000
0,1,23200,664,3700,0.1595,0,50,910000
3,2,57400,629,3700,0.0645,1,26,354000
2,0,69500,723,1800,0.0259,2,52,332000
2,0,45100,685,3500,0.0776,1,54,100000
1,1,26000,678,1200,0.0462,2,57,151000
3,5,88600,683,5600,0.0632,2,23,879000
2,0,22000,636,3500,0.1591,1,58,259000
1,3,37400,672,6300,0.2032,1,23,209000
1,1,34600,743,2400,0.0694,0,32,220000
0,0,15500,686,500,0.0323,0,32,761000
1,5,47100,632,5700,0.121,2,49,405000
3,3,71900,648,3500,0.0487,2,30,841000
3,2,66100,702,3500,0.053,1,47,897000
4,4,44500,739,4300,0.0966,1,58,995000
0,0,18000,777,3400,0.1889,1,30,689000
0,0,54400,643,3000,0.0550999999999999,1,37,389000
4,3,76100,727,3200,0.042,1,54,613000
3,4,28300,747,2800,0.0989,2,50,552000
3,4,91100,683,0,0.0,2,46,461000
0,5,56700,649,1600,0.0282,2,59,188000
2,2,88300,657,3900,0.0441999999999999,0,51,704000
3,2,75900,705,6300,0.0922,0,31,616000
2,2,56200,617,0,0.0,2,52,995000
4,3,30200,626,1600,0.053,0,26,926000
4,0,39600,781,6300,0.1591,0,28,569000
1,0,76200,713,1400,0.0184,1,23,198000
2,1,84000,653,5300,0.0630999999999999,0,23,859000
2,0,58800,650,0,0.0,1,58,652000
2,2,10400,694,2800,0.2692,1,55,100000
0,2,90900,679,700,0.0077,2,63,300000
4,1,55300,688,2000,0.0362,2,47,100000
4,4,29000,672,4200,0.1448,1,47,630000
4,1,88700,654,200,0.0023,2,24,265000
4,5,91100,726,1200,0.0113999999999999,2,31,829000
0,4,27800,657,0,0.0,1,35,815000
2,5,51800,729,2500,0.0483,2,40,419000
3,3,33300,781,1100,0.033,0,54,296000
3,0,44100,781,5300,0.1202,1,32,470000
3,5,58500,752,3200,0.0547,0,60,100000
4,4,57700,777,1000,0.0173,1,23,673000
3,2,48300,676,0,0.0,0,23,437000
1,4,46200,718,2600,0.0562999999999999,2,43,100000
0,2,17000,737,4500,0.2647,1,30,702000
4,2,62300,724,2600,0.0417,1,35,559000
2,0,51900,617,2300,0.0443,1,33,631000
0,0,57300,698,3800,0.0663,2,36,711000
1,1,43400,684,3800,0.0876,1,42,842000
2,1,48200,740,3000,0.0622,2,63,781000
2,0,52300,771,4200,0.0803,0,54,300000
3,4,72200,781,6300,0.0873,1,40,820000
2,1,12100,733,4800,0.3967,2,47,631000
1,1,50100,700,3400,0.0679,2,34,183000
3,1,53400,759,3100,0.0581,1,26,100000
2,4,59300,617,0,0.0,2,53,208000
4,4,66700,675,1000,0.015,1,49,617000
3,0,91100,781,6300,0.0709,1,33,121000
1,2,34700,660,2900,0.0836,1,47,756000
2,1,78200,641,4500,0.0575,0,43,561000
3,1,32700,695,400,0.0121999999999999,1,23,420000
3,5,28400,768,1500,0.0528,1,56,471000
2,4,36700,688,1700,0.0463,0,36,419000
0,1,40200,767,3300,0.0821,2,27,616000
2,1,52900,772,1400,0.0265,2,30,647000
1,3,60500,685,1300,0.0215,2,58,318000
1,1,64800,679,2900,0.0448,0,54,448000
2,5,91100,632,2000,0.0218,2,53,980000
0,2,74100,752,3100,0.0418,0,38,342000
0,4,67800,774,1900,0.0279999999999999,1,54,299000
4,3,42000,629,700,0.0167,0,63,392000
0,2,49100,712,4300,0.0876,0,32,720000
0,5,53900,723,1300,0.0241,1,27,479000
0,4,67400,631,3200,0.0475,1,43,117000
0,5,83700,679,800,0.0096,0,46,321000
1,4,76000,714,300,0.0039,1,47,356000
3,1,30700,706,3700,0.1205,0,60,541000
4,0,81900,753,6300,0.0781,0,55,614000
0,3,36000,693,5600,0.1556,0,56,472000
3,5,32100,683,2300,0.0717,1,53,995000
1,5,79100,665,3000,0.0379,2,23,251000
0,2,50700,712,1000,0.0197,1,23,418000
3,2,70400,748,4800,0.0682,1,45,435000
4,0,52500,763,2200,0.0419,1,61,322000
1,4,35900,657,4400,0.1226,2,23,928000
2,1,52600,709,5700,0.1084,2,26,100000
2,3,24200,681,0,0.0,2,23,191000
4,5,86900,617,3700,0.0426,0,28,330000
1,3,44800,705,2800,0.0625,1,32,100000
3,4,86900,781,1800,0.0207,2,23,265000
1,1,63700,724,2200,0.0345,1,42,406000
3,0,52900,781,1800,0.034,0,35,189000
3,5,43600,705,3700,0.0849,0,33,277000
3,2,69700,689,3000,0.043,2,60,586000
1,2,61000,684,4500,0.0738,0,51,100000
1,4,34200,748,5200,0.152,2,27,359000
2,1,27700,683,3600,0.13,1,50,669000
0,2,56400,649,2900,0.0513999999999999,0,26,100000
2,2,40100,688,4600,0.1147,0,48,144000
3,4,38600,646,2700,0.0699,1,39,844000
2,4,41200,781,3200,0.0776999999999999,1,41,707000
3,4,91100,740,2100,0.0197999999999999,1,35,100000
1,2,61700,633,0,0.0,0,35,557000
1,5,77200,750,3300,0.0426999999999999,1,23,328000
2,0,87000,764,3100,0.0356,0,55,192000
0,0,60100,743,1300,0.0216,0,61,420000
2,4,46200,664,1800,0.039,0,53,813000
1,0,63400,642,3100,0.0489,0,37,642000
1,3,60600,695,1200,0.0197999999999999,0,34,185000
0,1,59800,639,5800,0.0969999999999999,2,59,452000
2,5,10000,755,4200,0.42,2,54,244000
4,1,56000,725,3800,0.0679,0,51,789000
2,4,91100,703,400,0.0043,1,57,728000
4,0,15900,721,1600,0.1006,0,49,689000
1,1,10000,755,4100,0.41,2,62,425000
1,2,71900,662,3500,0.0487,2,58,795000
4,4,54500,663,0,0.0,1,38,482000
2,5,41900,700,1900,0.0453,1,54,861000
2,3,85700,727,6000,0.07,2,52,254000
1,5,48800,755,1100,0.0225,0,62,565000
2,3,43100,732,1900,0.0441,2,27,720000
3,1,58600,672,1100,0.0187999999999999,2,54,412000
1,4,49600,692,3300,0.0665,1,40,943000
1,2,56200,656,2500,0.0445,2,38,620000
0,5,91100,701,6300,0.0584999999999999,1,45,631000
3,2,70800,770,5800,0.0819,1,42,626000
1,0,24600,676,2100,0.0853999999999999,2,41,278000
4,1,41100,677,1800,0.0438,1,57,540000
3,2,91100,617,1000,0.0098999999999999,0,23,276000
1,0,91100,666,6300,0.0644,0,32,294000
4,0,20000,735,1700,0.085,1,37,116000
3,1,43500,719,800,0.0184,2,41,508000
3,4,91100,698,1500,0.0159,0,33,478000
3,4,87700,627,2700,0.0308,0,26,359000
3,4,14800,659,5300,0.3581,2,23,678000
0,1,72300,724,3800,0.0526,1,61,604000
2,3,31000,748,3600,0.1161,0,36,336000
4,0,57900,692,5000,0.0864,1,25,100000
1,5,75500,726,5600,0.0742,2,45,377000
3,2,56100,731,0,0.0,2,47,434000
0,3,10000,654,4400,0.44,1,61,735000
1,3,14100,720,3500,0.2482,0,47,170000
2,2,39700,697,3800,0.0957,1,59,995000
3,0,91100,750,1700,0.0177,2,49,626000
3,4,57300,772,6300,0.1431,2,44,100000
2,4,42000,701,2500,0.0595,0,29,120000
0,0,29800,736,3000,0.1007,2,48,314000
2,3,43500,721,2500,0.0575,0,40,451000
4,2,24400,702,5000,0.2048999999999999,2,32,264000
2,4,69600,670,1300,0.0187,2,54,100000
0,5,11700,713,5200,0.4443999999999999,1,26,450000
3,2,10000,696,4400,0.44,1,34,380000
4,2,91100,699,400,0.0034999999999999,1,39,586000
2,3,38000,617,3500,0.0921,0,34,539000
3,2,73600,735,3300,0.0448,2,30,558000
1,2,10900,732,4000,0.367,0,63,616000
3,4,83600,708,6300,0.0766,0,32,577000
0,1,51500,672,5200,0.1009999999999999,0,49,205000
0,3,37500,665,1400,0.0373,2,36,633000
3,0,22900,712,4300,0.1878,0,46,556000
0,4,89300,617,3300,0.037,0,40,466000
1,1,16500,727,0,0.0,1,49,100000
2,1,61100,659,0,0.0,0,49,202000
2,0,62600,781,2900,0.0463,1,61,288000
0,2,10000,704,400,0.04,1,23,100000
4,0,88000,696,4200,0.0476999999999999,0,44,572000
1,2,25600,774,1100,0.043,0,43,598000
0,3,62800,721,1400,0.0223,2,27,585000
0,0,10000,712,4800,0.48,2,51,435000
3,5,20900,628,3200,0.1531,2,27,852000
2,2,58600,743,900,0.0154,1,56,342000
4,0,91100,731,4400,0.0395999999999999,1,58,266000
0,4,34100,680,200,0.0059,0,62,538000
2,3,74400,680,6000,0.0806,0,27,676000
2,0,47600,733,1200,0.0252,2,40,731000
0,2,54200,659,6300,0.1255,0,63,757000
3,4,64800,706,4800,0.0741,0,54,423000
4,4,80800,662,2200,0.0272,1,46,100000
0,4,52500,679,2000,0.0381,0,61,785000
3,5,75700,664,4200,0.0555,2,61,645000
4,2,61300,701,5500,0.0897,2,29,467000
0,4,88900,781,4000,0.045,1,25,984000
3,4,80400,767,1900,0.0236,0,39,628000
1,2,34400,722,3900,0.1134,1,39,720000
3,4,84500,717,2100,0.0249,0,42,653000
3,2,52300,702,4600,0.088,0,57,395000
3,5,51000,708,1700,0.0333,1,29,574000
1,4,91100,627,2800,0.0299,1,61,592000
4,2,78000,656,3400,0.0436,0,49,181000
2,3,34200,617,500,0.0146,2,58,995000
4,0,62700,779,3200,0.051,0,61,482000
3,2,91100,750,6300,0.0704,0,58,100000
2,5,58500,699,3900,0.0667,2,45,100000
4,1,33300,636,2500,0.0751,2,28,182000
4,1,10000,617,5100,0.51,2,44,822000
2,1,47300,702,1600,0.0338,1,27,100000
4,4,39300,653,300,0.0076,1,53,443000
4,5,10000,717,5200,0.52,2,25,709000
4,3,68200,714,3500,0.0513,2,38,687000
3,5,18000,781,3900,0.2167,0,32,100000
3,4,49600,711,0,0.0,1,46,412000
2,3,91100,702,2600,0.0215,0,59,477000
4,4,10000,683,4600,0.46,0,63,131000
3,3,31000,720,5600,0.1805999999999999,2,25,929000
4,3,55600,631,2200,0.0395999999999999,2,60,107000
4,0,86400,781,2800,0.0324,1,33,584000
2,4,28800,690,4900,0.1701,1,51,450000
3,3,65800,716,4900,0.0745,1,23,530000
0,2,73700,731,1100,0.0149,0,29,100000
2,0,73100,718,5200,0.0711,0,63,582000
2,1,63400,617,3800,0.0599,1,35,538000
3,5,43800,729,0,0.0,1,57,484000
4,2,58100,732,1600,0.0275,2,47,807000
4,1,64400,781,3500,0.0542999999999999,0,29,766000
0,4,76100,629,3300,0.0434,1,61,685000
0,3,50800,767,2300,0.0453,0,62,474000
4,3,69200,714,1100,0.0159,2,63,100000
1,4,53000,735,0,0.0,1,43,644000
4,1,10000,709,2700,0.27,1,24,687000
3,2,91100,650,2300,0.0179,1,27,547000
3,0,62100,718,2400,0.0385999999999999,2,37,143000
1,2,39600,675,1600,0.0404,2,33,393000
0,2,49900,724,1600,0.0321,1,24,789000
3,1,60400,654,3200,0.053,0,47,869000
1,4,21600,765,3300,0.1528,0,46,950000
2,5,73700,779,600,0.0081,1,37,612000
4,5,48100,694,0,0.0,2,30,995000
4,1,23400,703,0,0.0,0,34,622000
0,1,91100,751,1400,0.0153,0,53,397000
1,2,78400,641,4600,0.0587,2,54,737000
3,2,59500,781,1900,0.0319,0,48,316000
3,5,31100,681,5000,0.1607999999999999,0,43,196000
2,4,10000,617,4700,0.47,1,27,100000
3,1,50200,617,2300,0.0458,2,42,693000
3,2,69400,655,5200,0.0749,0,59,114000
4,5,54500,648,5800,0.1064,2,29,688000
2,1,10000,748,3700,0.37,1,36,555000
4,1,68900,632,0,0.0,0,53,995000
0,0,24800,643,2100,0.0847,2,39,288000
0,3,23600,681,2500,0.1059,0,51,877000
2,0,70200,781,2400,0.0342,0,29,100000
3,5,10000,676,3600,0.36,2,27,200000
0,3,54600,701,3500,0.0641,1,62,578000
3,5,39100,703,300,0.0077,0,53,641000
3,4,71400,781,4500,0.063,1,49,469000
2,5,76700,617,0,0.0,2,54,916000
1,3,35700,778,3100,0.0868,0,62,159000
2,5,30500,617,200,0.0066,1,32,761000
0,1,61200,732,3300,0.0538999999999999,2,23,688000
0,3,52800,679,1500,0.0283999999999999,0,23,682000
1,3,77300,655,6000,0.0776,1,52,590000
2,3,41000,675,5400,0.1317,0,60,136000
1,0,44100,653,3200,0.0726,0,63,419000
1,4,58600,696,4300,0.0733999999999999,0,53,872000
4,3,56100,740,1800,0.0321,1,23,447000
0,5,91100,617,2500,0.0263,2,48,804000
2,1,91100,705,2500,0.0242,1,42,847000
4,5,32400,682,2900,0.0895,2,43,941000
0,2,33400,659,2300,0.0689,1,48,602000
3,5,62000,750,3300,0.0532,2,25,511000
0,1,74300,703,3000,0.0404,1,35,493000
3,5,87300,747,1600,0.0183,2,63,256000
2,0,64000,732,4400,0.0688,0,36,611000
4,2,48400,759,2500,0.0516999999999999,0,23,973000
0,0,60500,781,2100,0.0347,1,42,100000
1,4,91100,657,4200,0.0371,0,63,608000
0,2,10000,695,3100,0.31,2,24,389000
3,0,45200,638,0,0.0,0,24,100000
4,4,54000,755,6300,0.1167,1,26,100000
2,3,76900,661,3400,0.0441999999999999,1,63,382000
1,0,44900,731,5000,0.1114,1,28,620000
2,5,45300,691,6000,0.1325,2,23,303000
3,4,54700,661,2400,0.0438999999999999,0,23,908000
0,0,58200,676,2000,0.0344,0,24,389000
4,2,50800,728,3600,0.0709,0,23,852000
1,4,18500,749,300,0.0162,1,59,199000
3,0,75500,687,4900,0.0649,2,31,261000
2,3,63800,731,1700,0.0266,2,53,498000
0,2,74200,680,4400,0.0593,1,49,156000
2,1,22100,732,4200,0.19,0,23,794000
2,2,39100,724,3600,0.0921,1,29,659000
4,4,31700,698,3600,0.1135999999999999,0,48,227000
3,2,84000,656,3900,0.0464,2,32,269000
3,3,30100,694,2700,0.0897,1,26,306000
4,4,42100,732,200,0.0048,0,53,552000
3,3,50100,658,300,0.006,2,28,561000
1,3,10000,680,2100,0.21,2,63,764000
1,2,10000,701,3500,0.35,1,57,482000
0,3,50600,734,3400,0.0672,2,50,906000
4,4,61900,677,1600,0.0258,1,53,329000
1,1,58900,704,4500,0.0764,2,23,329000
4,5,51600,743,5000,0.0969,0,63,203000
4,5,59500,776,2900,0.0487,1,45,428000
3,4,72200,747,4900,0.0679,0,23,291000
3,1,10000,781,5700,0.57,0,50,564000
0,4,91100,738,3000,0.0271,0,31,223000
4,2,53100,704,1100,0.0207,1,54,708000
0,4,29100,660,6100,0.2096,0,51,334000
0,1,86300,773,5100,0.0591,2,36,376000
3,0,83600,709,2200,0.0263,1,46,100000
1,2,67500,749,5600,0.083,1,23,709000
2,5,62100,619,3000,0.0483,2,41,936000
1,3,91100,687,800,0.0079,1,55,903000
3,0,63800,690,4700,0.0737,2,30,834000
1,1,91100,692,1200,0.012,0,43,995000
1,2,14100,617,2500,0.1773,1,56,685000
2,2,39600,701,5500,0.1389,2,50,100000
4,1,37900,712,1100,0.0289999999999999,1,39,429000
1,0,46300,751,3900,0.0842,2,24,525000
3,2,63800,717,2700,0.0423,1,38,296000
3,0,84600,753,5700,0.0674,1,41,100000
0,0,57300,700,2100,0.0366,2,53,613000
3,2,67600,671,1200,0.0178,0,61,926000
0,3,56000,617,1100,0.0196,0,52,980000
0,1,34100,681,2200,0.0645,0,29,299000
3,3,71200,684,4100,0.0576,2,30,314000
4,1,43500,659,5200,0.1195,1,41,570000
0,5,91100,758,3000,0.0327,1,56,394000
1,4,91100,649,4600,0.0457,0,30,397000
0,3,28800,733,3900,0.1354,0,53,383000
0,4,35800,768,2900,0.081,1,30,245000
3,4,54000,654,3900,0.0722,1,57,911000
1,2,44000,617,5100,0.1159,2,31,562000
2,1,28100,738,2100,0.0747,2,23,735000
1,2,42400,704,4100,0.0967,1,51,168000
1,4,10000,697,0,0.0,1,39,563000
4,4,80300,781,3400,0.0423,1,34,788000
3,0,34600,694,1900,0.0549,0,23,404000
2,5,10000,703,2700,0.27,1,41,333000
0,4,18600,656,3000,0.1613,2,63,313000
1,4,31800,781,4600,0.1447,2,33,800000
0,1,10800,743,2600,0.2407,0,41,123000
1,1,14400,649,5100,0.3542,1,38,100000
1,5,48000,655,3800,0.0791999999999999,0,42,995000
0,0,75700,781,3300,0.0436,2,25,616000
0,2,91100,691,3800,0.0385,0,37,100000
2,5,79300,664,3300,0.0416,0,54,216000
0,5,69800,724,5100,0.0731,2,36,541000
4,5,76300,726,4000,0.0524,2,52,519000
1,2,26600,624,4100,0.1541,2,57,475000
3,1,63800,704,3500,0.0549,2,23,100000
2,1,49400,699,3000,0.0607,1,57,445000
1,5,52700,738,5000,0.0949,0,40,507000
2,3,62900,708,3200,0.0509,1,25,612000
3,0,45100,725,6300,0.1619,1,61,333000
4,0,42600,736,1200,0.0282,0,37,123000
2,1,46800,669,5800,0.1239,2,56,335000
1,2,43900,653,2100,0.0478,2,50,797000
3,2,15900,729,1500,0.0943,2,56,198000
0,4,15900,710,2700,0.1698,1,25,995000
3,3,20500,712,3000,0.1463,2,34,522000
0,4,27700,677,0,0.0,2,61,212000
1,4,15400,729,5200,0.3377,2,63,100000
0,3,70700,666,3800,0.0537,0,38,635000
4,3,12200,654,600,0.0492,1,52,445000
4,0,91100,700,4000,0.0353,1,63,598000
3,4,49600,617,5700,0.1149,2,57,620000
2,3,62600,704,0,0.0,2,52,332000
2,5,16200,635,4300,0.2653999999999999,0,39,493000
1,5,60400,713,1900,0.0315,0,37,438000
4,0,45700,636,2000,0.0438,0,52,100000
0,5,67100,690,6300,0.1043,1,35,650000
4,5,12400,690,4900,0.3952,2,49,497000
2,2,56400,730,2500,0.0443,1,26,619000
3,4,48800,621,4100,0.084,1,46,156000
2,4,79100,710,4100,0.0518,1,62,300000
0,4,32600,708,2500,0.0767,1,39,262000
3,3,49500,692,500,0.0101,2,51,678000
2,3,22600,696,3600,0.1593,0,55,995000
2,2,62800,780,900,0.0143,1,55,635000
1,4,83000,716,800,0.0096,1,25,269000
4,4,91100,725,3900,0.0395999999999999,1,45,499000
3,1,37500,660,5600,0.1493,0,53,674000
0,1,55900,632,3100,0.0555,1,27,100000
0,0,78000,693,3100,0.0397,0,28,743000
3,4,55500,698,0,0.0,2,54,100000
2,0,51400,700,2700,0.0525,1,27,325000
2,4,28600,628,1200,0.042,1,39,309000
3,3,50900,660,4800,0.0943,1,23,785000
0,1,56700,641,1700,0.03,0,23,753000
4,5,40900,696,3800,0.0929,2,23,596000
3,5,51000,731,900,0.0176,0,43,456000
4,2,75100,763,2600,0.0346,0,23,531000
0,4,10000,639,800,0.08,2,33,483000
2,3,54000,688,4700,0.087,2,35,500000
0,4,73900,720,1200,0.0162,0,49,117000
2,2,62200,698,1600,0.0256999999999999,2,34,789000
1,5,33300,752,1700,0.0511,2,23,777000
0,4,86700,650,3100,0.0358,2,60,777000
2,5,75700,751,500,0.0066,2,24,822000
1,0,44700,652,3900,0.0872,2,23,995000
0,4,47400,617,900,0.019,0,37,876000
4,2,50500,735,4500,0.0891,0,49,392000
3,2,62200,697,1800,0.0289,2,25,100000
3,1,41500,708,2700,0.0650999999999999,2,48,679000
4,2,20300,679,0,0.0,1,58,674000
2,0,50800,714,2200,0.0433,1,42,498000
2,0,53100,617,2000,0.0377,2,52,198000
0,1,74900,664,6300,0.1282,0,54,603000
4,4,10000,656,4500,0.45,2,26,881000
4,2,42600,669,1100,0.0258,1,55,310000
3,3,52400,695,1900,0.0363,1,55,646000
0,4,88800,751,2700,0.0304,0,45,995000
0,1,49400,689,1200,0.0243,0,57,531000
2,3,76800,734,2200,0.0286,1,60,616000
2,2,54200,708,700,0.0129,0,35,100000
1,2,50600,710,4300,0.085,0,56,100000
3,0,88200,634,0,0.0,2,62,406000
1,1,72700,702,600,0.0083,1,51,612000
1,2,46900,781,5200,0.1109,0,38,408000
4,4,41400,739,3900,0.0942,0,23,247000
1,3,61200,773,2400,0.0392,0,33,496000
1,4,49600,713,2500,0.0504,1,35,598000
0,4,65500,664,3800,0.0579999999999999,2,57,616000
0,5,64800,727,200,0.0031,1,49,221000
2,2,43800,691,4800,0.1096,2,58,547000
1,5,37900,727,1100,0.0289999999999999,0,53,329000
3,1,83800,740,0,0.0,0,63,773000
2,0,39600,668,3600,0.0909,0,23,270000
0,5,53700,700,6300,0.1266,1,27,578000
3,0,40300,642,400,0.0098999999999999,2,23,454000
3,1,61300,737,4800,0.0783,1,45,415000
3,5,45900,628,800,0.0174,0,62,624000
1,2,36400,743,5000,0.1374,0,45,606000
2,3,55500,701,3300,0.0595,0,44,622000
0,5,91100,674,3700,0.04,0,45,326000
1,0,31600,771,3900,0.1234,2,53,515000
2,2,50900,724,1800,0.0354,1,50,682000
1,0,30700,708,0,0.0,2,48,727000
1,5,21300,698,2200,0.1033,0,36,639000
3,5,38800,772,6300,0.1675,0,57,777000
2,1,58300,667,300,0.0051,1,63,192000
4,0,22000,781,3800,0.1727,1,63,995000
0,1,47600,690,2600,0.0546,2,41,620000
1,4,13000,684,5700,0.4385,0,30,400000
1,2,77700,659,6300,0.0875,1,27,626000
1,5,29900,769,0,0.0,1,48,692000
4,0,10000,670,3300,0.33,1,48,642000
2,1,91100,745,1800,0.0167,0,63,821000
3,0,55500,617,6100,0.1099,1,27,207000
